0,0,8,3,7,2,6,0,5,0
0,0,8,3,6,2,7,0,4,0
0,0,8,3,5,2,8,0,3,0
0,0,8,3,4,2,9,0,2,0
0,0,8,3,3,2,10,0,1,0
0,0,8,3,2,2,11,0,0,0
0,0,8,3,1,2,12,0,1,0
0,0,8,3,2,2,13,0,2,0
0,0,8,3,3,2,14,0,3,0
0,0,8,3,4,2,13,0,4,0
0,0,8,3,5,2,12,0,5,0
0,0,8,3,6,2,11,0,6,0
0,0,8,3,7,2,10,0,7,0
0,0,8,3,8,2,9,0,8,0
0,0,8,3,9,2,8,0,9,0
0,0,8,3,10,2,7,0,10,0
0,0,8,3,11,2,6,0,11,0
0,0,8,3,12,2,5,0,12,0
0,0,8,3,13,2,4,0,13,0
0,0,8,3,14,2,3,0,14,0
0,0,8,3,14,3,2,0,13,0
0,0,8,3,14,4,1,0,12,0
0,0,8,3,14,3,0,0,11,0
0,0,8,3,14,2,1,0,10,0
0,0,8,3,13,2,2,0,9,0
0,0,8,3,12,2,3,0,8,0
0,0,8,3,11,2,4,0,7,0
0,0,8,3,10,2,5,0,6,0
0,0,8,3,9,2,6,0,5,0
0,0,8,3,8,2,7,0,4,0
0,0,8,3,7,2,8,0,3,0
0,0,8,3,6,2,9,0,2,0
0,0,8,3,5,2,10,0,1,0
0,0,8,3,4,2,11,0,0,0
0,0,8,3,3,2,12,0,1,0
0,0,8,3,2,2,13,0,2,0
0,0,8,3,1,2,14,0,3,0
0,0,8,3,2,2,13,0,4,0
0,0,8,3,3,2,12,0,5,0
0,0,8,3,4,2,11,0,6,0
0,0,8,3,5,2,10,0,7,0
0,0,8,3,6,2,9,0,8,0
0,0,8,3,7,2,8,0,9,0
0,0,8,3,8,2,7,0,10,0
0,0,8,3,9,2,6,0,11,0
0,0,8,3,10,2,5,0,12,0
0,0,8,3,11,2,4,0,13,0
0,0,8,3,12,2,3,0,14,0
0,0,8,3,13,2,2,0,13,0
0,0,8,3,14,2,1,0,12,0
0,0,8,3,13,2,0,0,11,0
0,0,8,3,12,2,1,0,10,0
0,0,8,3,11,2,2,0,9,0
0,0,8,3,10,2,3,0,8,0
0,0,8,3,9,2,4,0,7,0
0,0,8,3,8,2,5,0,6,0
0,0,8,3,7,2,6,0,5,0
0,0,8,3,6,2,7,0,4,0
0,0,8,3,5,2,8,0,3,0
0,0,8,3,4,2,9,0,2,0
0,0,8,3,3,2,10,0,1,0
0,0,8,3,2,2,11,0,0,0
0,0,8,3,1,2,12,0,1,0
0,0,8,3,2,2,13,0,2,0
0,0,8,3,3,2,14,0,3,0
0,0,8,3,4,2,13,0,4,0
0,0,8,3,5,2,12,0,5,0
0,0,8,3,6,2,11,0,6,0
0,0,8,3,7,2,10,0,7,0
0,0,8,3,8,2,9,0,8,0
0,0,8,3,9,2,8,0,9,0
0,0,8,3,10,2,7,0,10,0
0,0,8,3,11,2,6,0,11,0
0,0,8,3,12,2,5,0,12,0
0,0,8,3,13,2,4,0,13,0
0,0,8,3,14,2,3,0,14,0
0,0,8,3,14,3,2,0,13,0
0,0,8,3,14,4,1,0,12,0
0,0,8,3,14,3,0,0,11,0
0,0,8,3,14,2,1,0,10,0
0,0,8,3,13,2,2,0,9,0
0,0,8,3,12,2,3,0,8,0
0,0,8,3,11,2,4,0,7,0
0,0,8,3,10,2,5,0,6,0
0,0,8,3,9,2,6,0,5,0
0,0,8,3,8,2,7,0,4,0
0,0,8,3,7,2,8,0,3,0
0,0,8,3,6,2,9,0,2,0
0,0,8,3,5,2,10,0,1,0
0,0,8,3,4,2,11,0,0,0
0,0,8,3,3,2,12,0,1,0
0,0,8,3,2,2,13,0,2,0
0,0,8,3,1,2,14,0,3,0
0,0,8,3,2,2,13,0,4,0
0,0,8,3,3,2,12,0,5,0
0,0,8,3,4,2,11,0,6,0
0,0,8,3,5,2,10,0,7,0
0,0,8,3,6,2,9,0,8,0
0,0,8,3,7,2,8,0,9,0
0,0,8,3,8,2,7,0,10,0
0,0,8,3,9,2,6,0,11,0
0,0,8,3,10,2,5,0,12,0
0,0,8,3,11,2,4,0,13,0
0,0,8,3,12,2,3,0,14,0
0,0,8,3,13,2,2,0,13,0
0,0,8,3,14,2,1,0,12,0
0,0,8,3,14,3,0,0,11,0
0,0,8,3,14,4,1,0,10,0
0,0,8,3,13,4,2,0,9,0
0,0,8,3,12,4,3,0,8,0
0,0,8,3,11,4,4,0,7,0
0,0,8,3,12,4,5,0,6,0
0,0,8,3,13,4,6,0,5,0
0,0,8,3,14,4,7,0,4,0
0,0,8,3,14,3,8,0,3,0
0,0,8,3,14,2,9,0,2,0
0,0,8,3,13,2,10,0,1,0
0,0,8,3,12,2,11,0,0,0
0,0,8,3,11,2,12,0,1,0
0,0,8,3,10,2,13,0,2,0
0,0,8,3,9,2,14,0,3,0
0,0,8,3,8,2,13,0,4,0
0,0,8,3,7,2,12,0,5,0
0,0,8,3,6,2,11,0,6,0
0,0,8,3,5,2,10,0,7,0
0,0,8,3,4,2,9,0,8,0
0,0,8,3,3,2,8,0,9,0
0,0,8,3,2,2,7,0,10,0
0,0,8,3,1,2,6,0,11,0
0,0,8,3,2,2,5,0,12,0
0,0,8,3,3,2,4,0,13,0
0,0,8,3,4,2,3,0,14,0
0,0,8,3,5,2,2,0,13,0
0,0,8,3,6,2,1,0,12,0
0,0,8,3,7,2,0,0,11,0
0,0,8,3,8,2,1,0,10,0
0,0,8,3,9,2,2,0,9,0
0,0,8,3,10,2,3,0,8,0
0,0,8,3,11,2,4,0,7,0
0,0,8,3,12,2,5,0,6,0
0,0,8,3,13,2,6,0,5,0
0,0,8,3,14,2,7,0,4,0
0,0,8,3,14,3,8,0,3,0
0,0,8,3,14,4,9,0,2,0
0,0,8,3,14,3,10,0,1,0
0,0,8,3,14,2,11,0,0,0
0,0,8,3,14,3,12,0,1,0
0,0,8,3,14,4,13,0,2,0
0,0,8,3,14,3,14,0,3,0
0,0,8,3,14,2,13,0,4,0
0,0,8,3,13,2,12,0,5,0
0,0,8,3,12,2,11,0,6,0
0,0,8,3,11,2,10,0,7,0
0,0,8,3,10,2,9,0,8,0
0,0,8,3,9,2,8,0,9,0
0,0,8,3,8,2,7,0,10,0
0,0,8,3,7,2,6,0,11,0
0,0,8,3,6,2,5,0,12,0
0,0,8,3,5,2,4,0,13,0
0,0,8,3,4,2,3,0,14,0
0,0,8,3,3,2,2,0,13,0
0,0,8,3,2,2,1,0,12,0
0,0,8,3,1,2,0,0,11,0
0,0,8,3,2,2,1,0,10,0
0,0,8,3,3,2,2,0,9,0
0,0,8,3,4,2,3,0,8,0
0,0,8,3,5,2,4,0,7,0
0,0,8,3,6,2,5,0,6,0
0,0,8,3,7,2,6,0,5,0
0,0,8,3,8,2,7,0,4,0
0,0,8,3,9,2,8,0,3,0
0,0,8,3,10,2,9,0,2,0
0,0,8,3,11,2,10,0,1,0
0,0,8,3,12,2,11,0,0,0
0,0,8,3,13,2,12,0,1,0
0,0,8,3,14,2,13,0,2,0
0,0,8,3,14,3,14,0,3,0
0,0,8,3,14,4,13,0,4,0
0,0,8,3,14,3,12,0,5,0
0,0,8,3,14,2,11,0,6,0
0,0,8,3,13,2,10,0,7,0
0,0,8,3,12,2,9,0,8,0
0,0,8,3,11,2,8,0,9,0
0,0,8,3,10,2,7,0,10,0
0,0,8,3,9,2,6,0,11,0
0,0,8,3,8,2,5,0,12,0
0,0,8,3,7,2,4,0,13,0
0,0,8,3,6,2,3,0,14,0
0,0,8,3,5,2,2,0,13,0
0,0,8,3,4,2,1,0,12,0
0,0,8,3,3,2,0,0,11,0
0,0,8,3,2,2,1,0,10,0
0,0,8,3,1,2,2,0,9,0
0,0,8,3,2,2,3,0,8,0
0,0,8,3,3,2,4,0,7,0
0,0,8,3,4,2,5,0,6,0
